gpu_name = a100
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        939839                      491279                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1057763                     555548                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1057763                     555548                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        687670                      356736                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        563241                      231922                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        816483                      439296                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        827803                      446040                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        702685                      334714                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        702685                      334714                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        852833                      381977                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        482274                      214816                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        482274                      214816                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1053928                     548980                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        721923                      337446                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        928638                      389890                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        928638                      389890                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        713379                      379768                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        614615                      246647                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        782457                      413297                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        814731                      367316                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        830934                      399388                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        830934                      399388                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        749984                      350985                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        486565                      218105                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        486565                      218105                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1013822                     542277                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        550590                      244892                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        920481                      389386                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        683365                      355134                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        683365                      355134                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        791094                      369463                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1172977                     530757                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        491943                      225255                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        495805                      194010                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        495805                      194010                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        898793                      406362                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        558120                      256285                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1048089                     516545                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1048089                     516545                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        715128                      353138                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        912903                      382090                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        671460                      360235                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        671460                      360235                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2153826                     1462876                     66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        3478024                     2074679                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        431270                      248450                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        756726                      364191                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        796338                      339074                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        796338                      339074                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        746919                      388390                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        900907                      393179                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        862644                      420994                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        550969                      255701                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        900603                      401282                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        911779                      396349                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1093757                     461668                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1093757                     461668                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1377369                     592249                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        392252                      211663                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        3119541                     2039149                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        3119541                     2039149                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        948157                      443693                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        487295                      229339                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        788247                      335181                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        788247                      335181                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1318570                     697843                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        741159                      365201                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        569644                      304693                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        853099                      385216                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        853099                      385216                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1370400                     615865                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        390292                      208760                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        694507                      330304                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        772336                      338753                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        766564                      331128                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        924444                      389284                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        854727                      424697                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        854727                      424697                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        713438                      346689                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        917703                      470179                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        849279                      418562                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        882068                      422799                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        734522                      346182                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        865087                      369785                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1085566                     455754                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        776115                      337923                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        773207                      341985                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        773207                      341985                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        692375                      364174                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        692375                      364174                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        711127                      336983                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        879846                      425609                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        813007                      395232                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        595705                      241735                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        673494                      317373                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        689345                      324308                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        686108                      323001                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        703020                      324497                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        604512                      326006                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        604512                      326006                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        533321                      280879                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        908526                      377897                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        786115                      420480                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        806985                      392647                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        811786                      365349                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        748085                      359933                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        581460                      306625                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        649112                      311406                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        649112                      311406                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        683940                      316910                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        763512                      359791                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        725326                      345720                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        682293                      316463                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1039555                     460114                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        892681                      390928                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        697137                      372887                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        495924                      232836                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        495924                      232836                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        828275                      367092                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        813168                      399451                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        879129                      453179                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        680805                      324913                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        680805                      324913                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        468901                      188960                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        983026                      481083                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1088769                     547863                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        967550                      454535                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        967550                      454535                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1001162                     524869                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        766412                      341132                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        838364                      448427                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1118540                     520908                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        786619                      340977                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        397064                      198532                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        397064                      198532                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        772074                      364940                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        671992                      312172                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        663878                      312189                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        712649                      342863                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        737677                      357963                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        600738                      321736                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        689058                      316949                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2473103                     1496547                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2473103                     1496547                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        792886                      400632                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        293686                      153517                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1140554                     557367                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        897168                      429229                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1116960                     472964                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        672861                      318540                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        662096                      303285                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1031362                     505029                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        666828                      307911                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        567118                      303342                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        743953                      351323                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1000480                     416071                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1000480                     416071                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        864677                      371790                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        864677                      371790                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        2474011                     1521971                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        808870                      389830                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        466468                      198935                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        864368                      420220                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        884531                      427523                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        613476                      318399                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        804386                      381728                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        571748                      297617                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        743393                      362145                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        691648                      315040                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        760588                      331347                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        760588                      331347                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        901330                      388238                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        901330                      388238                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        840702                      410614                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        798418                      422051                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        780703                      383056                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        741071                      356844                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        735756                      358541                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        735756                      358541                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        636272                      334875                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        689983                      324583                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        688936                      326468                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        759168                      329445                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        753582                      366208                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        911897                      388525                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        911897                      388525                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        705782                      349215                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        980220                      514549                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1873114                     1312666                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1873114                     1312666                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        747504                      351152                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        747504                      351152                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        817460                      403651                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        743532                      357230                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        705728                      328319                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1104230                     476440                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        706041                      331115                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        745529                      326528                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        892147                      392793                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        869631                      368154                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        721435                      373225                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        721435                      373225                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        869523                      420415                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        5438707                     4246599                     66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        798791                      341731                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        843375                      404278                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        584908                      309044                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        580925                      302175                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        580925                      302175                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        724131                      372481                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        735458                      325508                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        1035385                     419882                      66378             
#Entity    SMCLK        GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        PCITX                       PCIRX                       FBFRE             
ID                                                                                                                                                                              
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        827091                      352162                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        843237                      410526                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        843237                      410526                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        820980                      385692                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        820980                      385692                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        695040                      331728                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        614718                      255186                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        651336                      347578                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        651336                      347578                      66378             
GPU 0      1410         0.000        0.000        0.000        0.000        0.000        0.000        592705                      307270                      66378             
